gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c,act,at,ch,dltt,ebit,lct,tie,city,invt,emp,cogs
64228,20191231,2019,INDL,C,D,STD,UBFO,USD,115.988,16.974,26.705,15.172,46.456,A,10.73,192.589,1021.751,22.123,302.082,94.552,76.453,,Sarasota,85.195,1.96,325.233
64254,20191231,2019,INDL,C,D,STD,HLIO,USD,577.636,32.047,94.552,60.268,554.665,A,46.23,522.251,1206.694,78.13,2.387,6.27,93.183,,Jackson,187.216,3.636,1111.656
64275,20200531,2019,INDL,C,D,STD,CALM,USD,1009.675,48.774,6.27,18.391,1351.609,A,42.75,974.746,1394.996,367.342,328.263,186.633,869.045,,Kingwood,0,239.047,3581.87
64302,20191231,2019,INDL,C,D,STD,NSP,USD,4.079,39.372,186.633,151.099,4314.804,A,86.04,,8900.094,60.044,3651.178,226.964,,,Los Angeles,0,0.267,503.292
64306,20191231,2019,INDL,C,D,STD,KRC,USD,4293.51,106.016,226.964,195.443,842.095,A,83.9,128.108,165.535,34.986,57.82,-66.226,50.336,,Concord,19.49,0.254,31.016
64327,20191231,2019,INDL,C,D,STD,CERS,USD,57.052,144.291,-66.226,-71.244,93.774,A,4.22,111.655,153.238,26.889,22.352,6.249,19.795,,Cambridge,6.816,0.241,35.827
64334,20191231,2019,INDL,C,D,STD,VCEL,USD,111.091,44.864,6.249,-9.665,117.85,A,17.4,527.94,4426.077,108.85,1527.744,498.12,719.133,,Broomfield,96.539,39,1280.923
64344,20190731,2019,INDL,C,D,STD,MTN,USD,1500.627,40.341,498.12,301.163,2271.575,A,239.83,2381.802,3893.346,904.045,745.69,374.811,845.94,,Hanover,383.949,6.383,1937.937
64356,20191031,2019,INDL,C,D,STD,CIEN,USD,2172.761,154.404,374.811,253.434,3572.131,A,42.69,1406.808,4931.059,203.824,2373.338,399.841,1018.529,,Stamford,633.005,13.22,3569.7
64389,20191231,2019,INDL,C,D,STD,SLGN,USD,1023.322,110.78,399.841,193.814,4489.927,A,31.08,3663.687,21082.182,58.211,15464.054,1238.303,1534.707,,Richmond,2846.416,27.05,18055.147
64410,20200229,2019,INDL,C,D,STD,KMX,USD,3768.875,163.081,1238.303,888.433,21424.117,A,87.67,2918.732,4657.666,1451.722,1340.97,476.494,1633.98,,Leawood,,7.7,1951.227
64536,20191231,2019,INDL,C,D,STD,EEFT,USD,1579.274,54.221,476.494,346.749,2750.109,A,157.56,,15921.092,262.019,204.775,319.738,,86.552,Winter Haven,71.327,2.547,99.329
64547,20191231,2019,INDL,C,D,STD,SSB,USD,2373.013,33.744,319.738,186.483,734.392,A,86.75,3493.351,4948.832,1357.664,152.059,425.717,2038.539,,New York,19.108,5.8,1360.2
64630,20200331,2019,INDL,C,D,STD,TTWO,USD,2539.244,113.506,425.717,404.459,3088.97,A,122.43,,23266,220,1169,435,,232,Troy,5258,4.453,250
64699,20191231,2019,INDL,C,D,STD,FBC,USD,1788,56.631,435,218,1404,A,38.25,340.6,1357.9,8.5,515.9,138.1,290,,East Greenville,195.9,3.734,839.7
64745,20191231,2019,INDL,C,D,STD,KNL,USD,427.6,49.775,138.1,67.5,1428.1,A,25.26,664.679,1338.986,102.176,188.677,-77.179,86.179,,San Jose,10.086,0.685,10.81
64766,20191231,2019,INDL,C,D,STD,RMBS,USD,970.918,112.131,-77.179,-90.419,224.027,A,13.775,96334,225248,36092,63205,14177,87812,,Seattle,19868,798,150436
64768,20191231,2019,INDL,C,D,STD,AMZN,USD,62060,498,14177,11588,280522,A,1847.84,,12916.016,125.844,234.664,341.167,,83.312,Blairsville,58.96,2.309,96.462
64794,20191231,2019,INDL,C,D,STD,UCBI,USD,1635.692,79.014,341.167,185.721,657.419,A,30.88,,18390.503,189.681,7027.737,624.818,,,Pasadena,0,0.439,1002.438
64821,20191231,2019,INDL,C,D,STD,ARE,USD,8865.826,120.8,624.818,363.165,1736.079,A,161.58,1690.502,6560.682,714.939,1625.308,534.033,539.003,,Greensboro,517.198,7.9,1508.596
64853,20200331,2019,INDL,C,D,STD,QRVO,USD,4292.665,114.625,534.033,334.325,3239.141,A,116.23,1468.913,1822.822,835.08,729.62,-522.323,264.767,,Cambridge,171.379,0.743,50.739
64857,20191231,2019,INDL,C,D,STD,SRPT,USD,818.187,75.185,-522.323,-715.075,380.833,A,129.04,3375.2,7279.9,1620.4,2154.1,631.7,2092,,New York,736.2,24.9,2347
64891,20200331,2019,INDL,C,D,STD,RL,USD,2693.1,72.5,631.7,384.3,6159.8,A,117.22,789.425,1745.732,105.565,0.231,323.498,364.238,,Reston,0,29.6,2159.527
64901,20190930,2019,INDL,C,D,STD,MMS,USD,1247.792,63.979,323.498,240.824,2886.815,A,74.39,,21284.905,644.95,12218.86,1093.547,,,Boston,0,0.76,1796.202
64925,20191231,2019,INDL,C,D,STD,BXP,USD,5484.687,154.79,1093.547,521.534,3032.51,A,137.86,21.165,45.197,11.435,0,10.648,4.783,,Lancaster,0,0.111,6.275
64929,20190831,2019,INDL,C,D,STD,SLP,USD,37.682,17.592,10.648,8.583,33.97,A,29.07,,268.495,5.874,141.027,9.473,,,New York,2.137,0.032,16.092
64934,20191130,2019,INDL,C,D,STD,INDT,USD,90.762,5.075,9.473,3.668,44.045,A,39.55,,11776.012,135.847,282.669,279.813,,78.806,Irvine,2.113,1.006,84.525
64979,20191231,2019,INDL,C,D,STD,PPBI,USD,2012.594,59.506,279.813,159.718,561.343,A,32.605,790.184,1505.012,50.788,278.015,157.138,607.997,,Houston,10.053,12,2087.616
64997,20191231,2019,INDL,C,D,STD,FIX,USD,585.304,36.658,157.138,114.324,2615.277,A,49.85,438.468,2596.731,208.431,457.949,67.997,284.96,,Houston,0,1.65,501.351
65006,20191231,2019,INDL,C,D,STD,HLX,USD,1699.591,148.888,67.997,57.919,751.909,A,9.63,232.203,3109.975,3.685,1858.643,203.436,138.743,,Houston,74.467,1.7,456.238
65009,20191231,2019,INDL,C,D,STD,AROC,USD,1085.963,151.934,203.436,97.33,965.485,A,10.04,139.867,244.424,89.03,50.882,1.001,32.199,,Loveland,26.601,0.386,63.296
65011,20191231,2019,INDL,C,D,STD,HSKA,USD,154.364,7.882,1.001,-1.465,122.661,A,95.94,277.162,700.641,137.394,383.989,-141.089,123.425,,Campbell,0,1.675,162.65
65021,20200331,2019,INDL,C,D,STD,EGHT,USD,190.731,103.179,-141.089,-172.368,446.237,A,18.3,435.385,3791.631,92.12,1986.904,282.696,368.811,,Brentwood,0,14.075,1427.547
65084,20191231,2019,INDL,C,D,STD,CXW,USD,1376.749,119.096,282.696,188.886,1980.689,A,17.38,,23555.728,1495.757,409.485,675.287,,278.36,Little Rock,19.096,2.774,304.601
65106,20191231,2019,INDL,C,D,STD,OZK,USD,4150.351,128.951,675.287,425.906,1266.874,A,30.505,5868.6,13672.6,451.9,1928.5,899.8,5490.2,,Chicago,0,93.4,16881
65108,20191231,2019,INDL,C,D,STD,JLL,USD,5118.1,51.55,899.8,535.3,17983.2,A,174.09,,1460.23,10.577,15.484,34.956,,12.685,Williamsville,0,0.315,12.76
65176,20191231,2019,INDL,C,D,STD,EVBN,USD,148.453,4.93,34.956,17.014,82.822,A,40.1,242.637,322.804,136.717,26.953,-5.688,173.027,,Santa Barbara,0,1.92,133.765
65226,20200131,2019,INDL,C,D,STD,QADA,USD,116.065,20.43,-5.688,-15.949,310.772,A,50.93,,28846.809,382.598,879.372,623.334,,210.442,Portland,516.726,3.943,282.957
65228,20191231,2019,INDL,C,D,STD,UMPQ,USD,4313.915,220.229,623.334,354.095,1470.9,A,17.7,,272.664,,3.1,47.935,,,Columbus,0,0.129,101.72
65235,20191231,2019,INDL,C,D,STD,DHIL,USD,192.856,3.295,47.935,54.959,150.819,A,140.46,228.888,3330.42,27.872,1713.959,268.376,483.29,,Newton,0,33.8,1464.433
65275,20191231,2019,INDL,C,D,STD,BFAM,USD,971.268,57.884,268.376,180.386,2062.017,A,150.29,,12766.32,166.07,5934.256,376.011,,,New York,0,1.033,730.986
65290,20191231,2019,INDL,C,D,STD,SLG,USD,5219.383,79.202,376.011,270.434,1208.601,A,91.88,491.896,1296.411,102.653,63.711,120.038,407.454,,San Diego,331.273,9,2640.733
65343,20190831,2019,INDL,C,D,STD,PSMT,USD,797.351,30.539,120.038,73.191,3223.918,A,71.02,180.042,198.566,65.249,2.399,-2.322,91.736,,New York,9.653,0.041,28.537
65376,20191231,2019,INDL,C,D,STD,SIGA,USD,97.784,81.27,-2.322,-7.241,26.742,A,4.77,1216,2815,108,902,359,936,,Troy,526,9.1,3672
65399,20190930,2019,INDL,C,D,STD,MTOR,USD,385,81.4,359,291,4388,A,26.19,129.018,155.323,103.762,0,30.977,24.343,,Delray Beach,17.884,0.214,202.879
65406,20200331,2019,INDL,C,D,STD,PETS,USD,130.001,20.166,30.977,25.851,284.125,A,23.52,1527,5231,605,10771,1947,1541,,Louisville,,34,2604
65417,20191231,2019,INDL,C,D,STD,YUM,USD,-8016,300,1947,1294,5597,A,100.73,322.216,486.842,133.634,13.698,-12.732,105.965,,Lake Mary,58.554,1.818,163.789
65421,20191231,2019,INDL,C,D,STD,FARO,USD,331.992,17.577,-12.732,-62.147,387.605,A,50.35,449.88,1181.397,68.487,311.908,99.11,595.007,,Secaucus,327.165,17.3,1215.362
65430,20200131,2019,INDL,C,D,STD,PLCE,USD,235.187,14.711,99.11,73.3,1870.667,A,62.52,,1586.262,2.547,37.174,26.089,,12.754,Cranbury,6.498,0.224,14.104
65467,20191231,2019,INDL,C,D,STD,FCCY,USD,170.578,10.192,26.089,13.634,68.327,A,22.13,129.372,1030.903,48.847,376.298,31.971,59.028,,Hamilton,22.475,0.02,207.803
65500,20191231,2019,INDL,C,D,STD,NAT,USD,595.424,147.189,31.971,-10.352,317.22,A,4.92,,4429.521,39.586,73.804,89.869,,40.888,Camden,11.948,0.639,43.749
65548,20191231,2019,INDL,C,D,STD,CAC,USD,473.415,15.145,89.869,57.203,210.631,A,46.06,,130295.081,1850.729,9091.416,2876.793,,,New York,0,0.01,318.203
65556,20191231,2019,INDL,C,D,STD,NLY,USD,13809.991,1430.106,2876.793,-2162.865,3194.996,A,9.42,29.157,110.685,13.517,31.493,43.035,38.155,,Lincoln,0,0.48,46.2
65587,20191231,2019,INDL,C,D,STD,NRC,USD,32.892,24.948,43.035,32.406,127.982,A,65.94,331.266,602.209,69.403,144.425,47.094,138.596,,Novi,93.449,4.7,573.342
65590,20191231,2019,INDL,C,D,STD,SRI,USD,289.904,27.408,47.094,60.291,830.129,A,29.32,640.899,1264.864,96.316,257.752,111.183,382.008,,Hawthorne,273.711,6.667,695.287
65607,20190630,2019,INDL,C,D,STD,OSIS,USD,551.727,18.167,111.183,64.796,1182.115,A,100.74,2640.118,4641.06,447.858,1351.892,784.176,1556.038,,Eden Prairie,,15.427,12622.749
65609,20191231,2019,INDL,C,D,STD,CHRW,USD,1670.73,134.895,784.176,576.968,15309.508,A,78.2,236.589,1386.672,33.766,865.372,335.038,325.888,,Rockville,0,1.807,583.315
65615,20191231,2019,INDL,C,D,STD,CHH,USD,-23.511,55.703,335.038,222.878,1114.82,A,103.43,,1392.418,26.579,633.904,14.625,,,Minot,0,0.392,158.772
65640,20191231,2019,INDL,C,D,STD,CSR,USD,519.597,12.098,14.625,79.206,187.847,A,72.5,880.489,1206.565,398.946,4.025,3.687,96.94,,Houston,205.062,1.814,262.988
65671,20191231,2019,INDL,C,D,STD,DRQ,USD,1090.701,35.86,3.687,1.72,414.806,A,46.91,,3632.915,53.262,360.881,76.71,,33.803,Grand Rapids,4.978,0.683,35.553
65689,20191231,2019,INDL,C,D,STD,MBWM,USD,416.561,16.425,76.71,49.456,185.293,A,36.47,102.813,932.182,3.471,579.73,62.062,130.589,,Rutland,7.679,2.5,493.969
65702,20191231,2019,INDL,C,D,STD,CWST,USD,122.753,47.791,62.062,31.653,743.29,A,46.03,,6577.511,528.763,3338.48,332.159,,,Kansas City,0,0.062,251.446
65710,20191231,2019,INDL,C,D,STD,EPR,USD,3005.657,78.463,332.159,202.243,653.765,A,70.64,2516.3,5570.2,23.8,1642.9,405.2,2422.3,,Houston,1901.7,15.296,10227.7
65718,20191231,2019,INDL,C,D,STD,GPI,USD,1255.7,18.628,405.2,174,12043.8,A,100,1109.647,2789.321,207.785,1296.287,728.388,754.512,,Columbus,274.285,16.2,1228.64
65772,20191231,2019,INDL,C,D,STD,MTD,USD,420.78,24.125,728.388,561.109,3008.652,A,793.28,,4653.573,67.174,173.19,80.926,,38.791,Iowa City,9.686,0.771,45.949
65796,20191231,2019,INDL,C,D,STD,MOFG,USD,508.982,16.162,80.926,43.63,213.687,A,36.23,2017.61,4071.035,29.103,977.442,313.97,2066.156,,Charlotte,1517.875,9.3,8933.326
65831,20191231,2019,INDL,C,D,STD,SAH,USD,944.764,43.134,313.97,144.137,10454.343,A,31,,7653.5,,1982.2,805.1,,,West Palm Beach,0,4,943
65886,20191231,2019,INDL,C,D,STD,AMG,USD,2937.5,48.1,805.1,15.7,2239.6,A,84.74,,1657.432,21.148,140.123,44.141,,14.556,Toano,91.691,0.643,23.071
65958,20191231,2019,INDL,C,D,STD,CFFI,USD,164.798,3.438,44.141,18.859,127.022,A,55.33,2160,6040,264,1886,702,967,,Westchester,861,11,4677
66016,20191231,2019,INDL,C,D,STD,INGR,USD,2720,66.817,702,413,6209,A,92.95,541.339,803.896,178.69,7.031,48.053,50.476,,San Jose,90.38,0.699,184.441
66032,20191231,2019,INDL,C,D,STD,POWI,USD,724.546,29.431,48.053,193.468,420.669,A,98.91,1842,18970,52,10964,2246,2198,,Stamford,120,19.1,3975
66065,20191231,2019,INDL,C,D,STD,URI,USD,3830,74.362,2246,1174,9351,A,166.77,,4000.114,19.636,74.328,111.48,,,Arlington,0,0.011,14.527
66085,20191231,2019,INDL,C,D,STD,AAIC,USD,290.034,36.755,111.48,13.742,126.007,A,5.57,,1230.61,15.038,49.174,24.654,,8.678,Honesdale,1.556,0.22,9.928
66155,20191231,2019,INDL,C,D,STD,NWFL,USD,137.428,6.329,24.654,14.215,54.062,A,38.9,,1147.785,133.809,6.193,23.552,,1.568,Oakdale,0,0.192,2.113
66158,20191231,2019,INDL,C,D,STD,OVLY,USD,112.57,8.21,23.552,12.489,47.649,A,19.46,,1639.308,17.019,27.442,37.057,,10.788,Lebanon,0.197,0.332,10.995
66210,20191231,2019,INDL,C,D,STD,LCNB,USD,228.048,12.937,37.057,18.912,77.542,A,19.3,,15667.44,283.13,640.192,301.486,,218.191,Los Angeles,78.362,1.441,225.491
66235,20191231,2019,INDL,C,D,STD,HOPE,USD,2036.011,125.757,301.486,171.04,734.469,A,14.86,,5552.97,95.039,44.813,106.405,,18.168,Olympia,6.374,0.884,22.479
66285,20191231,2019,INDL,C,D,STD,HFWA,USD,809.311,36.619,106.405,67.557,250.312,A,28.3,,1247.132,25.179,0,39.868,,4.565,Hoquiam,6.071,0.298,4.565
66286,20190930,2019,INDL,C,D,STD,TSBK,USD,171.067,8.329,39.868,24.02,69.059,A,29.74,,2231.175,25.746,48.568,36.775,,25.164,Millersburg,8.618,0.444,26.554
66288,20191231,2019,INDL,C,D,STD,MPB,USD,237.874,8.481,36.775,17.701,107.933,A,28.8,1188.8,2565.4,541,695.4,249.4,690.9,,Grand Rapids,215,14,2439.6
66290,20200229,2019,INDL,C,D,STD,SCS,USD,970.4,117.202,249.4,199.7,3723.7,A,20.46,,14060.918,196.028,5976.919,524.979,,,New York,0,0.204,596.818
66354,20191231,2019,INDL,C,D,STD,WPC,USD,6941.929,172.278,524.979,305.243,1255.995,A,80.04,36.874,44.316,11.795,1.781,-34.095,12.374,,Wixom,3.647,0.299,57.676
66366,20191231,2019,INDL,C,D,STD,RMTI,USD,20.319,65.379,-34.095,-34.128,61.303,A,2.44,1278.589,1854.009,508.196,1792.129,806.127,965.166,,Reston,0,0.872,134.137
66368,20191231,2019,INDL,C,D,STD,VRSN,USD,-1490.1,116.715,806.127,612.299,1231.661,A,192.68,296.455,445.258,18.934,0.299,42.328,193.472,,Houston,51.403,5.389,885.336
66371,20190930,2019,INDL,C,D,STD,IESC,USD,246.248,21.165,42.328,33.206,1076.996,A,25.66,360.385,599.146,108.687,52.391,123.562,103.813,,Schaumburg,0.576,4,101.944
66379,20191231,2019,INDL,C,D,STD,PRDO,USD,431.295,70.151,123.562,69.982,627.704,A,18.39,582.172,1416.977,257.932,0,79.313,98.032,,Andover,137.112,1.661,349.397
66393,20190630,2019,INDL,C,D,STD,MRCY,USD,1284.739,54.248,79.313,46.775,654.744,A,69.11,,2475.327,26.943,20.964,37.435,,17.868,Scranton,1.436,0.408,23.968
66394,20191231,2019,INDL,C,D,STD,PFIS,USD,299.01,7.388,37.435,25.736,108.501,A,50.35,3830.986,8331.682,164.798,1488.716,686.137,2263.049,,Houston,55.719,40.3,10263.394
66446,20191231,2019,INDL,C,D,STD,PWR,USD,4050.292,142.36,686.137,402.044,12160.953,A,40.71,,1386.128,59.308,0.685,15.856,,4.7,Sparta,4.024,0.339,4.7
66453,20191231,2019,INDL,C,D,STD,COFS,USD,192.139,7.245,15.856,7.171,41.641,A,31.96,776.411,937.335,90.06,10.33,112.675,308.923,,Merrimack,124.666,2.609,2368.724
66586,20191231,2019,INDL,C,D,STD,CNXN,USD,597.312,26.345,112.675,82.111,2820.034,A,49.66,81.42,159.865,30.361,0,6.548,20.209,,Eden Prairie,4.501,0.369,8.732
66588,20190930,2019,INDL,C,D,STD,SRDX,USD,122.516,13.504,6.548,7.592,100.077,A,41.43,95.097,178.544,63.255,,17.666,13.062,,Dallas,18.348,0.547,81.596
66602,20191231,2019,INDL,C,D,STD,CIX,USD,162.195,12.443,17.666,15.998,124.243,A,14.59,211.619,384.57,84.282,11.299,15.275,74.113,,Chicago,19.819,0.744,79.887
66686,20191231,2019,INDL,C,D,STD,OSPN,USD,264.021,40.207,15.275,8.789,254.57,A,17.12,94.201,143.952,22.196,97.433,-108.93,31.989,,Plymouth Meeting,0,0.19,108.379
66697,20191231,2019,INDL,C,D,STD,INO,USD,3.435,101.361,-108.93,-119.359,4.113,A,3.3,461.284,1880.131,249.174,207.543,347.927,230.713,,Pittsburgh,0,1.826,954.967
66731,20191231,2019,INDL,C,D,STD,FHI,USD,1041.28,101.139,347.927,272.339,1326.894,A,32.59,189.25,446.584,95.25,280.018,44.468,55.886,,Louisville,70.979,0.466,184.888
66929,20191231,2019,INDL,C,D,STD,TPB,USD,106.585,19.681,44.468,13.774,341.737,A,28.6,5210.1,17165,601.6,5309,916.5,4541.8,,Zurich,1953.8,50,7293.8
100243,20190630,2019,INDL,C,D,STD,AMCR,USD,5609,1624.5,916.5,430.2,9458.2,A,10.84,1977,14319,454,7765,991,2501,,New York,0,46,2840
100873,20191231,2019,INDL,C,D,STD,NLSN,USD,2195,356.15,991,-415,6498,A,20.3,730.145,16684.599,252.876,6262.578,1208.169,3584.39,,Miami,95.427,36,3663.261
104432,20191231,2019,INDL,C,D,STD,NCLH,USD,6515.579,213.082,1208.169,930.228,6462.376,A,58.41,2553.8,42801.6,1501.2,27637.6,2725.1,5487.7,,Boston,0,5.454,2346.4
105365,20191231,2019,INDL,C,D,STD,AMT,USD,5055.4,442.89,2725.1,1887.8,7580.3,A,229.82,47.878,53.549,9.664,0,6.102,34.247,,Henderson,0,0.07,15.425
105394,20191231,2019,INDL,C,D,STD,PAYS,USD,19.565,48.274,6.102,7.454,34.667,A,10.15,,2593.819,65.556,43.86,68.411,,13.578,Porterville,0.8,0.513,16.128
105538,20191231,2019,INDL,C,D,STD,BSRR,USD,309.285,15.285,68.411,35.961,134.424,A,29.12,,7856.853,77.79,267.674,152.736,,94.326,Boston,0,0.811,103.909
105670,20191231,2019,INDL,C,D,STD,BRKL,USD,945.606,80.094,152.736,87.717,377.419,A,16.46,1875.746,2931.591,686.009,371.507,394.971,630.915,,Portland,605.968,8.9,1526.252
105936,20191231,2019,INDL,C,D,STD,COLM,USD,1849.447,67.561,394.971,330.489,3057.965,A,100.19,,2068.77,31.942,80.922,49.086,,12.455,Holland,6.406,0.364,12.005
107325,20191231,2019,INDL,C,D,STD,MCBC,USD,217.469,34.104,49.086,31.979,95.67,A,11.13,43.172,175.72,12.81,0.758,-40.581,22.638,,Lakewood,22.808,0.095,17.085
107712,20191231,2019,INDL,C,D,STD,UUUU,USD,126.911,100.736,-40.581,-37.978,5.865,A,1.91,,5182.879,6.591,208.438,81.941,,60.396,Bedminster,17.598,0.446,64.396
107817,20191231,2019,INDL,C,D,STD,PGC,USD,503.652,18.927,81.941,47.434,235.366,A,30.9,45.487,46.359,43.904,0.28,-22.529,1.993,,Houston,0,0.028,22.637
107843,20191231,2019,INDL,C,D,STD,MRKR,USD,44.086,45.729,-22.529,-21.428,0.213,A,2.88,,2117.216,66.511,47.479,30.944,,29.966,Hammond,4.879,0.457,34.826
108979,20191231,2019,INDL,C,D,STD,FGBI,USD,166.035,9.741,30.944,14.241,99.942,A,21.77,,4628.481,498.645,119.708,123.383,,62.084,Los Angeles,0,0.279,65.534
109183,20191231,2019,INDL,C,D,STD,PFBC,USD,470.015,14.934,123.383,78.371,234.187,A,60.09,,4109.463,49.447,52.586,86.804,,10.847,San Jose,1.052,0.357,11.693
109599,20191231,2019,INDL,C,D,STD,HTBK,USD,576.708,59.368,86.804,40.461,152.903,A,12.83,,6711.236,275.794,247.969,120.876,,60.453,Oak Ridge,2.306,0.692,62.583
109621,20191231,2019,INDL,C,D,STD,LBAI,USD,725.263,50.498,120.876,70.672,283.283,A,17.38,,1797.536,25.065,63.865,31.299,,18.919,Waldorf,8.203,0.194,21.049
109659,20191231,2019,INDL,C,D,STD,TCFC,USD,181.494,5.9,31.299,15.272,78.219,A,35.57,232.041,372.279,110.678,32.416,115.924,181.596,,Atlanta,0,3.4,284.967
109826,20191231,2019,INDL,C,D,STD,MANH,USD,142.278,63.457,115.924,85.762,617.949,A,79.75,184.077,533.243,25.639,146.551,32.633,171.41,,Boston,0,0.779,314.476
109919,20191231,2019,INDL,C,D,STD,CRAI,USD,197.751,7.815,32.633,20.747,451.37,A,54.47,2001.533,4695.615,894.948,1396.862,233.17,1059.803,,Tempe,220.602,29.65,2881.2
110039,20191231,2019,INDL,C,D,STD,AMKR,USD,1963.739,240.805,233.17,120.888,4052.65,A,13,,24692.208,106.363,11525.575,848.153,,,Chicago,0,0.516,2856.147
110179,20191231,2019,INDL,C,D,STD,VTR,USD,10445.892,372.809,848.153,433.016,3870.296,A,57.74,,2403.492,28.137,20.287,51.061,,29.987,Moorefield,20.595,0.383,31.537
110250,20191231,2019,INDL,C,D,STD,SMMF,USD,247.764,12.409,51.061,31.866,124.368,A,27.09,630.3,1468.8,75.7,81,149.9,303.5,,Englewood,244.6,2,1000.5
110566,20191231,2019,INDL,C,D,STD,IOSP,USD,918.5,24.508,149.9,112.2,1513.3,A,103.44,113.205,223.349,26.892,2.695,-0.314,27.526,,Fremont,49.152,0.988,52.9
110760,20191231,2019,INDL,C,D,STD,AXTI,USD,184.353,40.632,-0.314,-2.6,83.256,A,4.35,,2855.563,61.335,35.054,51.74,,17.643,Cambridge,1.709,0.321,20.647
110979,20191231,2019,INDL,C,D,STD,CATC,USD,286.561,5.401,51.74,25.257,132.74,A,80.15,78.627,193.735,25.954,5.255,35.574,43.683,,Miami,0,1.143,184.856
111000,20191231,2019,INDL,C,D,STD,HCKT,USD,137.614,29.755,35.574,23.277,282.472,A,16.14,568.583,784.083,38.511,0,60.532,412.893,,Clearwater,477.468,1.754,902.724
111103,20190930,2019,INDL,C,D,STD,HZO,USD,368.819,21.322,60.532,35.985,1237.153,A,16.69,753.446,916.571,456.727,103.424,-1.002,269.818,,Tysons Corner,0,2.396,88.274
111534,20191231,2019,INDL,C,D,STD,MSTR,USD,508.559,10.116,-1.002,34.355,486.327,A,142.63,,8988.719,7.539,247.646,244.45,,105.585,Bethesda,58.194,0.492,118.676
111721,20191231,2019,INDL,C,D,STD,EGBN,USD,1190.681,33.241,244.45,142.943,455.329,A,48.63,,2383.274,25.969,63.851,42.846,,23.699,Shippensburg,9.561,0.46,24.599
111819,20191231,2019,INDL,C,D,STD,ORRF,USD,223.249,11.2,42.846,16.924,121.535,A,22.62,7611,16204,2645,1460,2812,2983,,Teaneck,0,292.5,10609
111864,20191231,2019,INDL,C,D,STD,CTSH,USD,11022,548,2812,1842,16783,A,62.02,596.952,2445.694,47.658,1434.352,357.196,982.912,,Corte Madera,438.696,5.1,1492.098
111873,20200131,2019,INDL,C,D,STD,RH,USD,18.651,19.237,357.196,220.375,2647.046,A,213.5,1675.574,5292.826,471.632,0,571.981,1207.93,,Chesterfield,0,24.516,2542.523
111880,20190930,2019,INDL,C,D,STD,DOX,USD,3499.957,134.773,571.981,479.446,4086.669,A,72.19,,2068.796,14.433,10.105,38.55,,26.158,Damariscotta,0.433,0.245,27.408
111940,20191231,2019,INDL,C,D,STD,FNLC,USD,212.508,10.899,38.55,25.525,92.84,A,30.23,1199.165,3853.986,1070.731,120.153,363.547,207.056,,Washington,0,4.337,242.069
112111,20191231,2019,INDL,C,D,STD,CSGP,USD,3405.593,36.668,363.547,314.963,1399.719,A,598.3,,1479.616,21.338,13.824,31.076,,6.028,Sacramento,0.035,0.214,6.028
112112,20191231,2019,INDL,C,D,STD,BOCH,USD,174.478,18.137,31.076,14.961,63.747,A,11.57,1606,22683.8,47.1,7971.1,1767.6,3064.6,,Phoenix,56.8,36,6348.6
112168,20191231,2019,INDL,C,D,STD,RSG,USD,8118.2,318.8,1767.6,1073.3,10299.4,A,89.63,,1607.33,50.137,38.071,33.648,,14.759,Archbold,4.462,0.357,15.897
112572,20191231,2019,INDL,C,D,STD,FMAO,USD,230.258,11.137,33.648,18.402,80.045,A,30.15,,5620.319,385.303,147.77,141.445,,44.757,Louisville,32.417,1.092,70.515
112721,20191231,2019,INDL,C,D,STD,RBCAA,USD,764.244,20.943,141.445,91.699,348.062,A,46.8,18.753,36.04,4.512,0.948,0.447,8.178,,Houston,3.77,0.164,30.199
112819,20190630,2019,INDL,C,D,STD,SMED,USD,26.126,16.138,0.447,0.214,44.312,A,4.22,1204,38457,196,23532,1591,1920,,Houston,0,5.1,1986
113490,20191231,2019,INDL,C,D,STD,CCI,USD,10489,416,1591,860,5763,A,142.15,4706,18174,975,7230,2398,4066,,San Jose,0,13.3,1873
114524,20191231,2019,INDL,C,D,STD,EBAY,USD,2870,796,2398,1786,10800,A,36.11,,992968,133546,221414,24391,,,New York,315403,38.3,27827
114628,20191231,2019,INDL,C,D,STD,GS,USD,79062,361.8,24391,8466,53922,A,229.93,,1320.069,49.794,58.096,26.783,,10.477,Manistique,2.194,0.314,10.862
114880,20191231,2019,INDL,C,D,STD,MFNC,USD,161.919,10.749,26.783,13.85,70.337,A,17.46,395.851,728.961,125.398,206.532,57.851,129.971,,Springfield,164.191,1.97,419.365
115757,20200430,2019,INDL,C,D,STD,SWBI,USD,387.118,55.36,57.851,-61.23,678.39,A,9.28,,1179.016,133.361,106.618,11.189,,,Sunrise,0,0.357,380.269
115766,20191231,2019,INDL,C,D,STD,FNHC,USD,248.693,14.415,11.189,1.011,414.661,A,16.63,,32185.708,573.589,188.934,545.167,,137.169,Houston,87.895,3.901,141.469
115876,20191231,2019,INDL,C,D,STD,PB,USD,5970.835,94.746,545.167,332.552,957.219,A,71.89,160.368,806.043,1.593,298.09,112.095,594.774,,Minneapolis,87.065,4.476,584.563
116504,20191231,2019,INDL,C,D,STD,SNBR,USD,-159.431,27.961,112.095,81.845,1698.352,A,49.24,139.143,1137.572,80.82,387.401,76.672,93.532,,Dallas,0,0.69,361.4
