gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c,act,at,ch,dltt,ebit,lct,tie,city,invt,emp,cogs
16549,20191231,2019,INDL,C,D,STD,SFBS,USD,842.18,53.624,217.982,149.243,414.785,A,37.68,,8947.653,78.618,75.048,217.982,,103.158,Birmingham,14.49,0.505,125.796
16597,20191231,2019,INDL,C,D,STD,LSCC,USD,327.659,133.883,63.367,43.493,404.093,A,19.14,262.43,612.016,118.081,146.51,63.367,99.819,,Hillsboro,54.98,0.747,154.409
16653,20191231,2019,INDL,C,D,STD,TMHC,USD,2537.706,105.851,377.165,254.652,4762.059,A,21.86,,5245.686,326.437,1800.219,377.165,,,Scottsdale,4221.263,2.3,3894.623
16668,20191231,2019,INDL,C,D,STD,AROW,USD,301.728,14.998,65.213,37.475,138.314,A,37.8,,3184.275,47.035,35.967,65.213,,21.71,Glens Falls,1.122,0.52,23.789
16689,20190630,2019,INDL,C,D,STD,NBN,USD,153.58,9.042,38.398,13.884,87.946,A,21.99,,1153.858,2.482,14.846,38.398,,19.509,Portland,5.867,0.183,20.818
16698,20191231,2019,INDL,C,D,STD,BMTC,USD,612.922,20.126,103.508,59.206,275.573,A,41.24,,5263.259,11.603,205.622,103.508,,45.748,Bryn Mawr,4.249,0.684,54.255
16705,20191231,2019,INDL,C,D,STD,CPF,USD,528.52,28.289,110.017,58.322,258.184,A,29.58,,6012.672,78.418,129.179,110.017,,32.309,Honolulu,9.247,0.854,38.626
16710,20190930,2019,INDL,C,D,STD,DGII,USD,348.978,28.241,8.169,9.958,254.203,A,17.72,192.547,398.698,92.792,0,8.169,44.458,,Hopkins,39.764,0.543,121.772
16714,20191231,2019,INDL,C,D,STD,DGICA,USD,451.016,28.778,58.365,47.152,812.157,A,14.82,,1923.161,49.319,40,58.365,,,Marietta,0,,753.51
16721,20200331,2019,INDL,C,D,STD,EA,USD,7461,288.413,1450,3039,5537,A,107.51,6517,11112,3768,552,1450,2664,,Redwood City,0,9.8,1237
16738,20191231,2019,INDL,C,D,STD,HMHC,USD,566.36,124.351,-141.422,-213.833,1390.674,A,6.25,713.094,2513.172,296.353,773.181,-141.422,555.15,,Boston,213.059,3.4,746.313
16745,20191231,2019,INDL,C,D,STD,PRTA,USD,272.921,39.899,-85.758,-77.677,0.814,A,15.83,378.375,419.268,375.723,17.838,-85.758,17.714,,Dublin,0,0.051,85.008
16748,20191231,2019,INDL,C,D,STD,CNBKA,USD,332.581,5.568,54.197,39.699,177.538,A,89.96,,5492.424,44.42,201.728,54.197,,63.35,Medford,0,0.46,64.6
16775,20191231,2019,INDL,C,D,STD,CIA,USD,259.836,50.23,0.245,-1.37,245.045,A,6.75,,1744.936,46.205,1.13,0.245,,,Austin,2.571,0.326,241.577
16777,20191231,2019,INDL,C,D,STD,FBNC,USD,852.401,29.601,148.379,92.046,308.697,A,39.91,,6143.639,64.519,81.402,148.379,,33.903,Southern Pines,23.585,1.111,36.166
16781,20191231,2019,INDL,C,D,STD,CHCO,USD,657.983,16.303,152.665,89.352,265.49,A,81.95,,5018.756,88.658,4.056,152.665,,36.339,Charleston,4.67,0.918,35.089
16790,20191231,2019,INDL,C,D,STD,CBU,USD,1855.234,51.794,289.373,169.063,616.346,A,70.94,,11410.295,205.03,134.778,289.373,,26.552,Onondaga,1.27,3.038,34.982
16821,20191231,2019,INDL,C,D,STD,FBP,USD,2191.969,217.359,364.011,167.377,761.59,A,10.59,,12611.266,546.391,783.409,364.011,,108.816,Santurce,141.103,2.674,149.041
16832,20191231,2019,INDL,C,D,STD,GBCI,USD,1960.733,92.29,349.794,210.544,676.951,A,45.99,,13683.999,198.639,219.757,349.794,,42.773,Kalispell,74.336,3.046,42.83
16845,20191231,2019,INDL,C,D,STD,FRME,USD,1786.312,55.368,251.326,164.46,552.093,A,41.59,,12457.254,177.201,469.808,251.326,,108.745,Muncie,16.564,1.891,111.545
16848,20191231,2019,INDL,C,D,STD,TVTX,USD,221.196,43.089,-99.81,-146.427,175.338,A,14.2,429.064,604.8,62.436,212.255,-99.81,95.449,,San Diego,6.082,0.221,5.234
16889,20191231,2019,INDL,C,D,STD,INDB,USD,1708.143,34.377,298.722,165.175,560.412,A,83.25,,11395.165,114.686,256.429,298.722,,53.879,Rockland,33.307,1.348,59.879
16890,20191231,2019,INDL,C,D,STD,IBCP,USD,350.169,22.482,88.866,46.435,196.664,A,22.65,,3564.694,53.295,82.761,88.866,,26.347,Grand Rapids,71.782,0.994,27.171
16967,20191231,2019,INDL,C,D,STD,HIFS,USD,247.223,2.136,58.872,38.927,115.78,A,210.2,,2590.346,9.057,37.015,58.872,,40.05,Hingham,0,0.09,41.617
16981,20191231,2019,INDL,C,D,STD,OFG,USD,953.478,51.399,184.908,53.841,454.97,A,23.61,,9297.661,844.532,173.446,184.908,,51.002,San Juan,49.5,2.431,147.794
16989,20191231,2019,INDL,C,D,STD,PEBK,USD,134.12,5.912,29.818,14.067,67.34,A,32.85,,1154.882,48.337,19.266,29.818,,3.757,Newton,4.417,0.337,4.62
17010,20191231,2019,INDL,C,D,STD,LSXMK,USD,10678,316.473,1653,494,7794,A,48.14,1390,31421,493,9244,1653,3274,,Englewood,0,,3707
17012,20191231,2019,INDL,C,D,STD,XONE,USD,48.582,16.347,-15.193,-15.095,53.276,A,7.46,34.93,75.366,5.265,1.485,-15.193,24.917,,North Huntingdon,19.77,0.313,31.412
17035,20191231,2019,INDL,C,D,STD,MCY,USD,1799.502,55.358,401.104,320.087,3983.018,A,48.73,,5889.157,294.398,420.129,401.104,,,Los Angeles,0,4.5,3553.614
17073,20191231,2019,INDL,C,D,STD,NWLI,USD,2128.243,3.636,168.456,131.616,819.188,A,290.88,,12553.447,253.525,1.146,168.456,,,Austin,0,0.353,639.462
17095,20191231,2019,INDL,C,D,STD,ONB,USD,2852.453,169.616,393.603,238.206,929.704,A,18.29,,20411.667,234.766,2166.032,393.603,,126.114,Evansville,2.169,2.709,130.861
17101,20191231,2019,INDL,C,D,STD,IMGN,USD,-76.121,150.136,-70.74,-104.133,82.271,A,5.105,208.898,235.262,176.225,106.143,-70.74,77.41,,Waltham,0,0.075,148.983
17106,20191231,2019,INDL,C,D,STD,PEBO,USD,594.393,20.652,114.834,53.695,234.369,A,34.66,,4354.165,53.263,88.381,114.834,,29.257,Marietta,6.726,0.9,31.761
17115,20191231,2019,INDL,C,D,STD,SIGI,USD,2194.936,59.461,351.28,271.623,2827.713,A,65.19,,8797.15,0.3,578.103,351.28,,,Branchville,0,2.4,2445.533
17120,20191231,2019,INDL,C,D,STD,SIVB,USD,6130.169,51.656,1982.124,1136.856,3539.847,A,251.04,,71004.903,6492.443,566.834,1982.124,,212.807,Santa Clara,0,3.564,319.223
17131,20191231,2019,INDL,C,D,STD,IHC,USD,459.694,14.865,27.993,12.396,377.093,A,42.08,,1054.303,21.094,7.243,27.993,,,Stamford,0,0.455,175.157
17132,20191231,2019,INDL,C,D,STD,WSFS,USD,1850.306,51.567,344.021,148.809,709.201,A,43.99,,12256.302,571.545,442.637,344.021,,76.144,Wilmington,86.477,1.782,101.704
17145,20190930,2019,INDL,C,D,STD,WAFD,USD,2032.995,78.841,373.671,210.256,734.594,A,36.65,,16474.91,419.158,1300,373.671,,190.406,Seattle,6.781,1.971,188.756
17150,20191231,2019,INDL,C,D,STD,WBS,USD,3062.733,92.027,599.951,382.723,1439.898,A,53.36,,30389.344,185.341,1148.762,599.951,,199.456,Waterbury,42.527,3.298,237.256
17151,20191231,2019,INDL,C,D,STD,WSBC,USD,2593.921,67.824,278.062,158.873,600.969,A,37.79,,15720.112,182.905,559.56,278.062,,84.349,Wheeling,47.191,2.705,95.547
17173,20191231,2019,INDL,C,D,STD,ACNB,USD,189.516,7.079,37.628,23.721,87.727,A,37.82,,1720.253,16.878,49.798,37.628,,10.14,Gettysburg,2.77,0.374,10.74
17184,20191231,2019,INDL,C,D,STD,SBCF,USD,985.639,51.514,169.049,98.739,346.555,A,30.57,,7108.511,89.843,101.183,169.049,,46.205,Stuart,32.419,0.867,57.204
17195,20191231,2019,INDL,C,D,STD,FFBC,USD,2247.705,98.491,307.858,198.075,738.951,A,25.44,,14511.625,200.691,374.594,307.858,,123.324,Cincinnati,15.713,2.123,153.922
17199,20191231,2019,INDL,C,D,STD,BLFS,USD,43.454,20.825,1.059,-1.657,27.371,A,16.18,24.113,92.816,6.448,0.55,1.059,7.669,,Bothell,10.972,,7.753
17228,20191231,2019,INDL,C,D,STD,TALO,USD,1078.277,54.197,220.554,58.729,927.62,A,30.15,293.984,2589.482,87.022,812.246,220.554,370.452,,Houston,0,0.44,256.997
17240,20191231,2019,INDL,C,D,STD,TMP,USD,661.642,14.891,139.066,81.718,336.811,A,91.5,,6725.623,136.01,301.957,139.066,,50.75,Ithaca,0.428,1.048,52.116
17245,20191231,2019,INDL,C,D,STD,TRST,USD,538.257,96.922,99.921,57.84,210.719,A,8.67,,5221.322,48.198,56.553,99.921,,36.321,Glenville,1.579,0.814,36.48
17248,20191231,2019,INDL,C,D,STD,UBSI,USD,3363.833,101.554,446.026,260.099,910.746,A,38.66,,19662.324,185.238,1408.637,446.026,,184.64,Charleston,403.029,2.204,205.953
17252,20191231,2019,INDL,C,D,STD,UFCS,USD,910.472,25.016,16.879,14.82,1201.165,A,43.73,,3013.472,120.722,15.851,16.879,,,Cedar Rapids,0,1.185,1173.095
17277,20191231,2019,INDL,C,D,STD,NVEE,USD,355.963,12.852,32.625,23.756,508.938,A,50.45,251.2,893.137,31.825,367.427,32.625,114.358,,Hollywood,0,3.362,263.556
17306,20191231,2019,INDL,C,D,STD,PFSI,USD,2061.507,78.515,741.423,392.965,1689.383,A,34.04,,10204.017,188.291,1406.2,741.423,,,Westlake Village,4912.953,4.215,932.942
17341,20191231,2019,INDL,C,D,STD,ARTNA,USD,160.268,9.292,25.106,14.925,83.595,A,37.21,14.207,560.368,0.596,144.606,25.106,25.599,,Newark,1.264,0.239,47.686
17367,20191231,2019,INDL,C,D,STD,AMNB,USD,320.258,11.072,52.947,20.906,108.025,A,39.57,,2478.55,32.505,40.915,52.947,,15.728,Danville,3.335,0.355,16.184
17451,20191231,2019,INDL,C,D,STD,IBTX,USD,2339.773,42.95,340.26,192.736,728.24,A,55.44,,14958.207,186.299,285.553,340.26,,148.175,McKinney,40.464,1.469,162.98
17498,20191231,2019,INDL,C,D,STD,CMRX,USD,109.952,61.59,-45.232,-112.576,12.519,A,2.03,118.093,119.376,16.901,0.196,-45.232,9.228,,Durham,0,0.043,57.187
17534,20191231,2019,INDL,C,D,STD,CCNE,USD,304.966,15.248,72.56,40.081,181.703,A,32.68,,3763.659,187.748,281.014,72.56,,39.53,Clearfield,2.563,0.559,45.554
17553,20190930,2019,INDL,C,D,STD,MODN,USD,52.722,32.995,-15.011,-19.293,141.235,A,35.07,94.548,169.593,60.78,39.371,-15.011,76.348,,San Mateo,0,0.733,62.903
17594,20191231,2019,INDL,C,D,STD,RBNC,USD,223.753,11.206,27.676,16.196,91.149,A,22.24,,1898.467,50.99,74.62,27.676,,23.38,Brentwood,38.226,0.302,24.591
17626,20191231,2019,INDL,C,D,STD,AHH,USD,345.327,56.278,61.426,24.234,280.686,A,18.35,,1804.897,39.232,999.723,61.426,,,Virginia Beach,0.249,0.169,206.024
17639,20191231,2019,INDL,C,D,STD,AMH,USD,5335.072,300.743,236.66,141.039,1139.878,A,26.21,,9100.109,37.575,2816.699,236.66,,,Calabasas,0,1.324,856.788
17653,20191231,2019,INDL,C,D,STD,ADMA,USD,26.193,59.318,-41.424,-48.279,29.349,A,4,85.82,127.091,26.752,84.501,-41.424,14.028,,Ramsey,53.065,0.314,37.091
17687,20191231,2019,INDL,C,D,STD,HMTV,USD,229.285,39.312,49.129,-3.367,149.387,A,14.85,145.74,492.787,92.151,203.98,49.129,34.187,,Coral Gables,0,0.33,43.138
17696,20191231,2019,INDL,C,D,STD,TSC,USD,505.202,29.356,101.244,60.193,315.229,A,26.12,,7765.81,0.357,23.644,101.244,,135.39,Pittsburgh,4.25,0.276,134.422
17715,20191231,2019,INDL,C,D,STD,CVLY,USD,191.168,9.756,35.721,18.647,99.229,A,23.03,,1886.545,20.849,49.742,35.721,,21.378,York,12.6,0.363,23.828
17724,20191231,2019,INDL,C,D,STD,CNOB,USD,731.19,35.072,123.06,73.395,279.519,A,25.72,,6174.032,65.717,245.627,123.06,,85.165,Englewood Cliffs,33.25,,93.265
17769,20191231,2019,INDL,C,D,STD,HASI,USD,936.48,66.338,98.044,81.564,205.755,A,32.18,,2387.274,6.208,1305.824,98.044,,,Annapolis,0,0.06,107.711
17808,20191231,2019,INDL,C,D,STD,EPZM,USD,293.705,97.783,-177.142,-170.295,23.8,A,24.6,399.177,424.589,139.482,55.222,-177.142,34.386,,Cambridge,0,0.203,200.102
17811,20191231,2019,INDL,C,D,STD,ECOM,USD,99.649,28.077,5.111,3.482,129.959,A,9.04,84.363,146.867,51.785,9.794,5.111,36.417,,Morrisville,0,0.642,24.828
17874,20191231,2019,INDL,C,D,STD,TMUS,USD,28789,856.905,6342,3468,44998,A,78.42,9305,86921,1528,39065,6342,12506,,Bellevue,964,53,18521
17875,20191231,2019,INDL,C,D,STD,NCBS,USD,516.262,10.588,91.62,54.641,184.555,A,73.85,,3577.26,75.433,61.491,91.62,,22.51,Green Bay,3.706,0.575,23.71
17877,20191231,2019,INDL,C,D,STD,CHMG,USD,182.627,4.857,33.23,15.609,87.005,A,42.5,,1787.827,25.203,12.169,33.23,,6.321,Elmira,1.702,0.362,12.266
17878,20191231,2019,INDL,C,D,STD,NRZ,USD,6734.266,415.521,1598.541,563.296,2602.736,A,16.11,,44863.454,528.737,7758.668,1598.541,,,New York,0,0,1004.195
17928,20191231,2019,INDL,C,D,STD,IQV,USD,6003,192.3,852,191,11088,A,154.51,4126,23251,837,11941,852,3945,,Danbury,0,67,7300
17934,20191231,2019,INDL,C,D,STD,SFM,USD,581.952,117.544,218.56,149.629,5634.835,A,19.35,387.839,2722.983,85.314,1628.346,218.56,416.812,,Phoenix,275.979,30,3739.028
17956,20191231,2019,INDL,C,D,STD,FI,USD,810.294,225.511,-50.315,-235.329,579.92,A,5.17,466.418,994.165,195.383,24.969,-50.315,128.903,,Den Helder,78.829,3.1,416.991
17998,20191231,2019,INDL,C,D,STD,BLUE,USD,1284.993,55.368,-812.079,-789.608,44.674,A,87.75,1152.174,1727.424,327.214,170.812,-812.079,223.58,,Cambridge,0,1.09,839.319
18004,20191231,2019,INDL,C,D,STD,CCS,USD,1061.699,33.067,154.147,112.994,2535.911,A,27.35,,2499.967,55.436,981.878,154.147,,,Greenwood Village,2229.605,1.46,2066.857
18009,20191231,2019,INDL,C,D,STD,NSTG,USD,104.151,36.298,-80.929,-40.696,125.568,A,27.82,212.607,259.754,29.033,109.319,-80.929,44.986,,Seattle,19.781,0.551,39.12
18036,20191231,2019,INDL,C,D,STD,COMM,USD,836.3,194.564,424.4,-929.5,8345.1,A,14.19,3511.8,14431.6,,9960.8,424.4,2042,,Hickory,975.9,30,5523.5
18037,20191231,2019,INDL,C,D,STD,CZNC,USD,244.452,13.716,40.798,19.504,84.078,A,28.25,,1654.145,17.667,55.195,40.798,,10.283,Wellsboro,3.653,0.336,11.132
18040,20191231,2019,INDL,C,D,STD,FRBK,USD,249.168,58.843,27.705,-3.5,128.602,A,4.18,,3341.29,41.928,80.121,27.705,,27.057,Philadelphia,15.079,0.599,28.962
18043,20190630,2019,INDL,C,D,STD,NWSA,USD,9144,585.21,547,155,10036,A,14.14,4050,15711,1643,1004,547,3340,,New York,348,28,5622
18047,20191231,2019,INDL,C,D,STD,NDLS,USD,50.571,44.134,5.961,1.647,462.411,A,5.54,29.322,378.519,10.459,265.792,5.961,58.034,,Broomfield,9.871,8.9,383.291
18049,20191231,2019,INDL,C,D,STD,FNB,USD,4776,325.015,624.236,387.249,1547.286,A,12.7,,34615,407,1346.2,624.236,,329.78,Pittsburgh,77,4.066,374.341
18071,20191231,2019,INDL,C,D,STD,REXR,USD,2313.85,113.793,74.579,61.979,267.213,A,45.67,,3638.622,78.857,861.452,74.579,,,Los Angeles,0,0.123,162.163
18073,20191231,2019,INDL,C,D,STD,CHMI,USD,293.397,16.661,11.47,-42.793,41.023,A,14.59,,2956.552,24.671,164.989,11.47,,,Farmingdale,0,0.005,29.553
18145,20191231,2019,INDL,C,D,STD,DOC,USD,2408.948,189.975,110.899,74.483,415.253,A,18.94,,4346.581,2.355,1672.265,110.899,,,Milwaukee,0,0.077,271.255
18159,20191231,2019,INDL,C,D,STD,AGIO,USD,640.528,68.401,-426.333,-411.472,117.912,A,47.75,611.704,890.741,80.931,106.747,-426.333,92.886,,Cambridge,7.331,0.536,536.158
18162,20191231,2019,INDL,C,D,STD,ESPR,USD,19.95,27.498,-93.101,-97.165,148.364,A,59.63,211.714,214.447,166.13,128.417,-93.101,66.08,,Ann Arbor,0,0.193,241.146
18182,20191231,2019,INDL,C,D,STD,FDBC,USD,106.835,3.782,20.438,11.576,49.462,A,62.21,,1009.927,14.583,21.842,20.438,,7.554,Dunmore,2.012,0.189,8.639
18204,20191231,2019,INDL,C,D,STD,ANIP,USD,212.791,12.09,22.21,6.094,206.547,A,61.67,187.695,456.789,62.332,176.1,22.21,61.676,,Baudette,48.163,0.338,59.694
18241,20191231,2019,INDL,C,D,STD,FCF,USD,1055.665,98.312,184.124,105.333,410.749,A,14.51,,8308.773,102.346,286.417,184.124,,55.402,Indiana,18.217,1.571,69.935
18264,20191231,2019,INDL,C,D,STD,FVCB,USD,179.078,13.902,27.414,15.828,69.28,A,17.47,,1537.295,14.916,38.173,27.414,,18.671,Fairfax,15.064,0.124,20.391
18276,20191231,2019,INDL,C,D,STD,THFF,USD,557.608,13.742,89.907,48.872,187.573,A,45.72,,4023.25,127.426,21.987,89.907,,17.469,Terre Haute,3.625,0.957,22.169
18289,20191231,2019,INDL,C,D,STD,ASC,USD,326.056,33.098,16.168,-22.861,230.042,A,9.05,98.019,772.438,51.723,385.953,16.168,60.429,,Pembroke,10.159,0.051,158.602
18293,20191231,2019,INDL,C,D,STD,CWEN,USD,1850,113.342,227,-11,1032,A,19.95,608,9700,155,5183,227,2057,,Princeton,40,0.307,409
18306,20191231,2019,INDL,C,D,STD,SC,USD,7318.62,339.202,2686.072,994.37,7905.224,A,23.37,,48933.529,81.848,36305.783,2686.072,,,Dallas,1007.105,5.175,3230.6
18307,20191231,2019,INDL,C,D,STD,FLIC,USD,389.108,23.935,57.654,41.555,154.461,A,25.08,,4097.843,38.968,269.942,57.654,,43.681,Glen Head,0,0.341,43.714
18312,20191231,2019,INDL,C,D,STD,USFD,USD,3709,220,751,385,25939,A,41.89,3262,11288,90,4725,751,2362,,Rosemont,1432,28,21352
18315,20191231,2019,INDL,C,D,STD,PGEN,USD,71.711,163.275,-173.402,-322.324,90.722,A,5.48,234.643,455.763,65.793,210.17,-173.402,122.912,,Germantown,16.097,0.857,41.612
18320,20191231,2019,INDL,C,D,STD,FOXF,USD,422.2,38.559,117.365,93.033,751.02,A,69.57,281.813,609.316,43.736,79.584,117.365,91.813,,Braselton,128.505,2.6,500.36
18329,20191231,2019,INDL,C,D,STD,BUSE,USD,1220.434,54.789,205.519,102.953,472.649,A,27.5,,9695.729,136.546,263.382,205.519,,69.011,Champaign,71.756,1.531,79.417
18383,20191231,2019,INDL,C,D,STD,BRX,USD,2743.857,297.857,413.951,274.773,1168.957,A,21.61,,8142.496,19.097,4905.892,413.951,,,New York,0,0.477,652.697
18385,20191231,2019,INDL,C,D,STD,FRAF,USD,127.528,4.353,30.394,16.115,64.659,A,38.69,,1269.157,15.336,5.161,30.394,,7.113,Chambersburg,2.04,0.283,7.35
18434,20191231,2019,INDL,C,D,STD,ALRS,USD,285.728,17.05,68.44,29.54,207.494,A,22.85,,2356.878,144.006,67.633,68.44,,18.749,Grand Forks,46.854,0.789,26.061
18441,20191231,2019,INDL,C,D,STD,SPNT,USD,1414.074,94.225,200.389,200.619,969.896,A,10.52,,3439.694,639.415,114.089,200.389,,,Pembroke,0,0.035,715.744
18465,20191231,2019,INDL,C,D,STD,AR,USD,6970.743,295.941,-941.804,-340.129,4408.69,A,2.85,922.885,15197.569,0,6342.546,-941.804,1040.139,,Denver,0,0.547,2967.323
18487,20191231,2019,INDL,C,D,STD,FEYE,USD,701.666,216.089,-199.172,-257.409,889.152,A,16.53,1313.736,2890.486,334.603,963.754,-199.172,849.949,,Milpitas,5.892,3.4,233.049
18494,20191231,2019,INDL,C,D,STD,IRT,USD,613.279,91.071,50.213,45.896,203.067,A,14.08,,1664.106,9.888,980.613,50.213,,,Philadelphia,0,0.444,138.51
18498,20191231,2019,INDL,C,D,STD,MUSA,USD,803,30.46,268.3,154.8,12101.3,A,117,710.8,2687.2,280.3,1117.8,268.3,505,,El Dorado,227.6,9.9,10974.8
18510,20191231,2019,INDL,C,D,STD,XLRN,USD,449.476,53.124,-136.445,-124.858,73.993,A,53.02,449.916,504.906,237.677,20.201,-136.445,33.373,,Cambridge,0,0.237,206.497
18533,20191231,2019,INDL,C,D,STD,HBNC,USD,656.023,44.976,114.801,66.538,250.81,A,19,,5246.829,98.831,332.096,114.801,,47.541,Michigan City,7.814,0.839,49.517
18556,20191231,2019,INDL,C,D,STD,CHGG,USD,498.829,121.584,20.392,-9.605,410.926,A,37.91,807.267,1488.998,387.52,914.816,20.392,71.389,,Santa Clara,0,1.401,69.417
18561,20191231,2019,INDL,C,D,STD,BNFT,USD,-25.644,32.789,-23.471,-45.515,295.686,A,21.94,186.253,331.683,130.976,276.521,-23.471,75.635,,Charleston,0,1.56,127.061
18562,20191231,2019,INDL,C,D,STD,FATE,USD,244.753,75.73,-100.727,-98.149,10.68,A,19.57,227.089,302.274,99.814,25.235,-100.727,27.806,,San Diego,0,0.178,109.214
18564,20191231,2019,INDL,C,D,STD,AAOI,USD,273.794,20.14,-37.89,-66.049,190.872,A,11.88,192.804,466.825,59.977,101.676,-37.89,91.355,,Sugar Land,85.028,3.115,116.197
18572,20191231,2019,INDL,C,D,STD,ISEE,USD,117.203,49.627,-61.272,-58.859,0,A,8.58,128.624,130.187,125.699,0,-61.272,12.984,,New York,0,0.038,0
18573,20191231,2019,INDL,C,D,STD,QTS,USD,930.382,58.228,45.025,31.291,479.456,A,54.27,,3223.533,15.653,1517.417,45.025,,,Overland Park,0,0.612,338.856
18578,20191231,2019,INDL,C,D,STD,RMAX,USD,497.886,17.838,70.149,25.04,282.293,A,38.49,142.779,542.352,83.001,278.992,70.149,106.996,,Denver,0,0.5,189.821
18624,20190630,2019,INDL,C,D,STD,PINC,USD,-862.25,61.938,381.668,109.12,1217.638,A,37.88,614.044,2569.567,141.055,6.003,381.668,458.022,,Charlotte,51.032,2.2,268.751
18626,20191231,2019,INDL,C,D,STD,GLOB,USD,438.714,36.964,81.455,54.015,659.325,A,106.05,276.451,687.764,62.721,92.112,81.455,146.191,,Luxembourg City,0,11.855,397.814
18629,20191231,2019,INDL,C,D,STD,LGIH,USD,845.193,25.359,227.538,178.608,1838.154,A,70.65,,1666.115,38.345,696.204,227.538,,,The Woodlands,1534.735,0.953,1401.675
18630,20191231,2019,INDL,C,D,STD,RNG,USD,745.7,86.94,-29.399,-53.607,902.858,A,168.67,535.539,1450.747,343.606,415.405,-29.399,280.713,,Belmont,0.401,2.363,196.748
18658,20191231,2019,INDL,C,D,STD,MGNX,USD,230.628,48.959,-177.185,-151.811,64.188,A,10.88,239.785,312.501,126.472,27.553,-177.185,45.167,,Rockville,0,0.384,229.067
18675,20200131,2019,INDL,C,D,STD,BURL,USD,528.149,65.93,614.445,465.116,7286.398,A,228.03,1417.371,5593.859,403.074,3323.723,614.445,1461.901,,Burlington,777.248,47,4225.76
18683,20200131,2019,INDL,C,D,STD,SAIC,USD,1417,58,418,226,6379,A,87.02,1430,4711,188,2023,418,1128,,Reston,84,24,5542
18689,20200131,2019,INDL,C,D,STD,VEEV,USD,1665.594,149.096,287.519,301.118,1104.081,A,140.66,1531.124,2271.777,476.733,44.815,287.519,551.172,,Pleasanton,0,3.501,289.508
18699,20190930,2019,INDL,C,D,STD,PTC,USD,1201.998,114.899,117.266,-27.46,1255.631,A,74.89,782.621,2664.588,269.579,669.134,117.266,638.155,,Boston,0,6.055,273.295
18732,20191231,2019,INDL,C,D,STD,LKFN,USD,598.011,25.444,130.101,87.047,260.207,A,48.93,,4946.745,68.605,5.1,130.101,,60.163,Warsaw,4.843,0.568,63.398
18745,20191231,2019,INDL,C,D,STD,ESNT,USD,2984.845,98.394,669.212,555.713,867.567,A,51.99,,3873.425,71.35,236.789,669.212,,,Hamilton,0,0.387,194.586
18749,20191231,2019,INDL,C,D,STD,AERI,USD,166.95,46.465,-187.492,-199.581,69.888,A,24.17,376.342,452.608,143.94,200.753,-187.492,83.648,,Durham,21.054,0.38,22.462
18792,20191231,2019,INDL,C,D,STD,GLPI,USD,2074.245,214.694,731.179,390.881,1154.229,A,43.05,,8434.298,26.823,5706.63,731.179,,,Wyomissing,0,0.648,357.573
18842,20200331,2019,INDL,C,D,STD,TCS,USD,271.708,48.317,43.118,14.487,915.953,A,4.22,242.166,1166.814,67.755,634.769,43.118,198.171,,Coppell,124.207,5.1,382.488
18872,20191231,2019,INDL,C,D,STD,TWTR,USD,8704.386,779.619,366.156,1465.659,3459.329,A,32.05,7620.075,12703.389,1799.082,3118.25,366.156,832.476,,San Francisco,0,4.9,672.125
18875,20191231,2019,INDL,C,D,STD,EXPI,USD,51.967,65.274,-8.779,-9.528,979.937,A,11.33,78.819,96.452,40.087,0.83,-8.779,41.965,,Bellingham,0,0.634,893.498
18878,20191231,2019,INDL,C,D,STD,GLYC,USD,154.201,43.467,-61.389,-57.892,0,A,5.29,162.528,167.97,158.202,2.818,-61.389,10.951,,Rockville,0,0.057,0
18888,20191231,2019,INDL,C,D,STD,AMRX,USD,230.488,147.07,12.951,-361.917,1626.373,A,4.82,1210.21,3665.89,151.197,2729.113,12.951,550.406,,Bridgewater,381.067,5.5,917.151
18899,20191231,2019,INDL,C,D,STD,TNDM,USD,194.979,59.396,-16.722,-24.753,362.305,A,59.61,276.141,326.11,51.175,14.063,-16.722,99.396,,San Diego,49.073,1.043,162.021
18930,20191231,2019,INDL,C,D,STD,KPTI,USD,49.774,65.37,-189.275,-199.59,40.893,A,19.17,278.57,294.963,128.858,196.647,-189.275,46.35,,Newton,0.346,0.347,229.194
18938,20191231,2019,INDL,C,D,STD,XNCR,USD,593.201,56.902,13.824,26.875,156.7,A,34.39,558.405,670.25,50.312,8.565,13.824,66.558,,Monrovia,0,0.166,138.578
18947,20191231,2019,INDL,C,D,STD,VCYT,USD,239.455,49.625,-13.627,-12.599,120.368,A,27.92,187.687,275.212,159.317,12.2,-13.627,17.469,,South San Francisco,6.806,0.354,35.503
19000,20191231,2019,INDL,C,D,STD,MMI,USD,494.907,39.153,96.625,76.93,806.428,A,37.25,410.167,709.034,232.67,63.155,96.625,101.805,,Calabasas,0,0.877,498.878
19025,20191231,2019,INDL,C,D,STD,REPH,USD,-6.712,23.313,25.746,-18.63,99.219,A,18.33,60.16,110.459,19.148,110.686,25.746,6.485,,Malvern,15.072,0.215,65.073
19044,20191231,2019,INDL,C,D,STD,VRNS,USD,93.532,30.583,-75.987,-78.764,254.19,A,77.71,208.557,318.312,68.929,57.04,-75.987,159.579,,New York,0,1.574,28.823
19071,20191231,2019,INDL,C,D,STD,CWH,USD,-32.607,37.489,133.046,-60.591,4892.019,A,14.74,1690.681,3376.24,147.521,2037.748,133.046,1295.954,,Lincolnshire,1358.539,12.207,3562.127
